dataset_file,paper_dataset,variant,seed,fit_seconds,inference_seconds,parameters,epochs,affiliation_f,affiliation_precision,affiliation_recall,auc_pr,auc_roc,point_f1,point_precision,point_recall,r_auc_pr,r_auc_roc,vus_pr,vus_roc
PSM.csv,PSM,adaptive,20261,7408.101448297501,1273.206032037735,41896,3,0.7756774968432569,0.6830294846318388,0.897403840837467,0.3231572307633847,0.5496159481647117,0.029307811445137204,0.45952677459526775,0.015136598572483386,0.3269269266467349,0.5532199003794969,0.32758100952037217,0.5528614032206779
PSM.csv,PSM,causal_catch,20261,7025.693192481995,1016.8011565208435,41896,3,0.783188776741375,0.6943388858000157,0.8981144615859225,0.3213667806788424,0.546610489415727,0.026718619537990537,0.4346701164294955,0.013782919025350726,0.325174248798235,0.5498635210180267,0.32579926778712415,0.549603739683627
PSM.csv,PSM,fixed,20261,7648.791310310364,1324.7991330623627,41896,3,0.7885575245287283,0.699155627760556,0.90417557624437,0.3174057277681496,0.5420628739749622,0.02743756958803881,0.44805194805194803,0.014152104356386907,0.32081831617923495,0.544232919541652,0.32145973292994423,0.5444356886181985
