source_id,role,regime,primary_pair_id,coordination_pair_id,trajectory_nll,compatibility_tail,reliability_bin,outer_threshold,outer_exceedance
regime_0_source_00,normal_scheduled_transition,0,regime_0_source_00_primary,,1.601749300956726,1.119665697865942,1,1.8787708462176846,0
regime_0_source_00,incompatible_timing_transition,0,regime_0_source_00_primary,,1.4956170320510864,1.0185695809945732,1,1.8787708462176846,0
regime_0_source_00,normal_coordinated_transition,0,,regime_0_source_00_coordination,1.9561762809753418,1.6199092123013958,1,1.8787708462176846,0
regime_0_source_00,unsupported_transition,0,,regime_0_source_00_coordination,1.4868727922439575,1.0185695809945732,1,1.8787708462176846,0
regime_0_source_00,no_event_normal_control,0,,,0.5875422358512878,0.09844007281325252,1,1.8787708462176846,0
regime_0_source_01,normal_scheduled_transition,0,regime_0_source_01_primary,,1.7526341676712036,2.2103653708972777,0,2.3371170765364218,0
regime_0_source_01,incompatible_timing_transition,0,regime_0_source_01_primary,,2.0186562538146973,2.903512551457223,0,2.3371170765364218,1
regime_0_source_01,normal_coordinated_transition,0,,regime_0_source_01_coordination,1.4523462057113647,1.6305468756443355,0,2.3371170765364218,0
regime_0_source_01,unsupported_transition,0,,regime_0_source_01_coordination,1.3937187194824219,1.5660083545067645,0,2.3371170765364218,0
regime_0_source_01,no_event_normal_control,0,,,0.3265097737312317,0.013140793561058255,0,2.3371170765364218,0
regime_0_source_02,normal_scheduled_transition,0,regime_0_source_02_primary,,1.804329514503479,1.4434527749598391,1,1.8787708462176846,0
regime_0_source_02,incompatible_timing_transition,0,regime_0_source_02_primary,,1.6111663579940796,1.1411719030869056,1,1.8787708462176846,0
regime_0_source_02,normal_coordinated_transition,0,,regime_0_source_02_coordination,1.7315648794174194,1.2935126276689244,1,1.8787708462176846,0
regime_0_source_02,unsupported_transition,0,,regime_0_source_02_coordination,1.4777101278305054,0.9716125979068022,1,1.8787708462176846,0
regime_0_source_02,no_event_normal_control,0,,,0.5608710646629333,0.33856319399568624,0,2.3371170765364218,0
regime_0_source_03,normal_scheduled_transition,0,regime_0_source_03_primary,,1.3327070474624634,0.8838369870244166,1,1.8787708462176846,0
regime_0_source_03,incompatible_timing_transition,0,regime_0_source_03_primary,,1.5113272666931152,1.067840630001356,1,1.8787708462176846,0
regime_0_source_03,normal_coordinated_transition,0,,regime_0_source_03_coordination,1.9308291673660278,1.6025174695895266,1,1.8787708462176846,0
regime_0_source_03,unsupported_transition,0,,regime_0_source_03_coordination,1.331040382385254,0.8838369870244166,1,1.8787708462176846,0
regime_0_source_03,no_event_normal_control,0,,,0.7699213624000549,0.3158529494184773,1,1.8787708462176846,0
regime_0_source_04,normal_scheduled_transition,0,regime_0_source_04_primary,,1.9230546951293945,1.5686159179138452,1,1.8787708462176846,0
regime_0_source_04,incompatible_timing_transition,0,regime_0_source_04_primary,,1.702707290649414,1.2321436812926323,1,1.8787708462176846,0
regime_0_source_04,normal_coordinated_transition,0,,regime_0_source_04_coordination,1.636588454246521,1.152100973619096,1,1.8787708462176846,0
regime_0_source_04,unsupported_transition,0,,regime_0_source_04_coordination,1.4872374534606934,1.0185695809945732,1,1.8787708462176846,0
regime_0_source_04,no_event_normal_control,0,,,0.4954928457736969,0.22118724159344882,0,2.3371170765364218,0
regime_0_source_05,normal_scheduled_transition,0,regime_0_source_05_primary,,1.2713924646377563,1.4593986194485062,0,2.3371170765364218,0
regime_0_source_05,incompatible_timing_transition,0,regime_0_source_05_primary,,1.4330159425735474,1.617301648894315,0,2.3371170765364218,0
regime_0_source_05,normal_coordinated_transition,0,,regime_0_source_05_coordination,2.0787744522094727,3.0035960100142054,0,2.3371170765364218,1
regime_0_source_05,unsupported_transition,0,,regime_0_source_05_coordination,1.353159785270691,1.541315741916393,0,2.3371170765364218,0
regime_0_source_05,no_event_normal_control,0,,,0.568173885345459,0.3607863307803964,0,2.3371170765364218,0
regime_0_source_06,normal_scheduled_transition,0,regime_0_source_06_primary,,1.9239979982376099,2.580739159194172,0,2.3371170765364218,1
regime_0_source_06,incompatible_timing_transition,0,regime_0_source_06_primary,,1.702354907989502,2.0162093564563204,0,2.3371170765364218,0
