run_name,group,family,entity,dataset_id,data_name,variant,seed,context,distribution,mask,config_hash,plan_hash,source_threshold_rows,source_anomaly_ratios,detail_artifact,auc_pr,VUS_PR,auc_roc,VUS_ROC,R_AUC_PR,R_AUC_ROC
p0_weather_diag_v2,smoke,Weather,Weather,Weather,Weather.csv,A01,2021,C0,D1,M1,7cba5bae0fd54c56b6cde4beb6e8d1d2be07f06c2c96cfb5af4cb7b6882aa1ad,f0860d471a94a1ee6ad43d093a740f9911136b251e114dd09d4e078a03fea04b,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_diag_v2/smoke/Weather/A01/seed_2021/attempt_001/PatternAD.1783780403.h3c-R5500-G5.4162622.csv.tar.gz,0.39263314884455197,0.41256508959926991,0.79567228623183373,0.76046681683907125,0.41559987457902192,0.77361515183743124
p0_weather_diag_v2,smoke,Weather,Weather,Weather,Weather.csv,A11,2021,C1,D1,M1,7421b18534e647d439bbe80f2c4b50ad7e7c1db22d4fd6f437d329351681bfdd,f0860d471a94a1ee6ad43d093a740f9911136b251e114dd09d4e078a03fea04b,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_diag_v2/smoke/Weather/A11/seed_2021/attempt_001/PatternAD.1783780434.h3c-R5500-G5.4174245.csv.tar.gz,0.39025675170161211,0.41298322691908107,0.79174252848003046,0.76926715324617267,0.41640293256224353,0.78375720076044431
