run_name,group,comparison,lhs,rhs,n_families,auc_pr,VUS_PR,auc_roc,VUS_ROC,R_AUC_PR,R_AUC_ROC
p0_weather_diag_v2,smoke,context_at_D1,A11,A01,1,-0.0023763971429398567,0.00041813731981116264,-0.0039297577518032645,0.0088003364071014278,0.00080305798322161115,0.010142048923013069
