baseline,dataset,Aff-F,V-PR,V-ROC
PCA,MetroPT3,0.737896127793,0.32209078222,0.918628621141
IsolationForest,MetroPT3,0.741143368022,0.309175743235,0.940293060618
LOF,MetroPT3,0.679930113204,0.0504167574436,0.72932965885
OCSVM,MetroPT3,0.677340864317,0.521365055093,0.960907273289
USAD,MetroPT3,nan,nan,nan
TranAD,MetroPT3,nan,nan,nan
AnomalyTransformer,MetroPT3,0.673851314155,0.038964734362,0.487531643735
GDN,MetroPT3,0.519731293706,0.0518632780115,0.739226204345
