pair_id,role,regime,source_terminal_index,donor_terminal_index,target,mu_temporal,mu_cross,temporal_residual,cross_residual,disagreement,temporal_residual_tail,temporal_residual_reliability_feature,temporal_residual_reliability_stratum,cross_residual_tail,cross_residual_reliability_feature,cross_residual_reliability_stratum,disagreement_tail,disagreement_reliability_feature,disagreement_reliability_stratum
regime_0_pair_00,coherent_control,0,64,1098,1.85264253616333,2.138920307159424,2.030996084213257,0.0819549621664919,0.03180998810199753,0.011647637898533958,0.7335567188978219,0.4738200005962162,2.0,1.3581234841531944,0.5371633228295414,2.0,0.21887915252775217,0.7162749670051805,2.0
regime_0_pair_00,unsupported_target_break,0,64,1098,1.85264253616333,2.138920307159424,-1.797825574874878,0.0819549621664919,13.325917429706863,15.497968139714033,0.7335567188978219,0.4738200005962162,2.0,5.3230099791384085,0.2788126879682345,0.0,5.575949103146316,0.5497653207843055,1.0
regime_0_pair_00,target_omission_break,0,64,1098,-1.8136754035949707,-1.3302953243255615,2.030996084213257,0.2336563010345003,14.78149884916553,11.298279933116874,2.5873216552160696,0.23443463395917,0.0,4.653960350157523,0.5371633228295414,2.0,5.575949103146316,0.5860921710728135,1.0
regime_0_pair_00,target_spike,0,64,1098,6.4819746017456055,2.138920307159424,2.030996084213257,18.862120605723476,19.811209763534464,0.011647637898533958,5.308267697401205,0.4738200005962162,2.0,4.653960350157523,0.5371633228295414,2.0,0.21887915252775217,0.7162749670051805,2.0
regime_0_pair_01,coherent_control,0,269,832,-0.7671343088150024,-0.4013829529285431,-0.7060152888298035,0.13377405433278344,0.0037355346039511517,0.09280086007665833,1.2407867774486523,0.28010235604208295,1.0,0.5250102587579472,0.33526551747680283,1.0,0.9808292530117262,0.4368756082334126,1.0
regime_0_pair_01,unsupported_target_break,0,269,832,-0.7671343088150024,-0.4013829529285431,2.4722323417663574,0.13377405433278344,10.493496296898698,8.257664861904459,1.2407867774486523,0.28010235604208295,1.0,4.653960350157523,0.549546940982541,2.0,4.762173934797756,0.6168137240720202,2.0
regime_0_pair_01,target_omission_break,0,269,832,2.311448097229004,2.7881550788879395,-0.7060152888298035,0.2272495463623727,9.105085286205483,12.209226558636747,1.4581200956911462,0.543174031117346,2.0,5.648974238161206,0.33526551747680283,1.0,4.762173934797756,0.6383110490107906,2.0
regime_0_pair_01,target_spike,0,269,832,-5.39646577835083,-0.4013829529285431,-0.7060152888298035,24.950852432828697,22.000325794648038,0.09280086007665833,5.111987788356543,0.28010235604208295,1.0,5.648974238161206,0.33526551747680283,1.0,0.9808292530117262,0.4368756082334126,1.0
regime_0_pair_02,coherent_control,0,475,832,-0.5633670687675476,-0.27591216564178467,-0.40835484862327576,0.08263032133104176,0.0240287883940562,0.01754106427533575,1.2308802572458604,0.21651270625954178,0.0,1.9908054689632042,0.24137228375472528,0.0,0.4784902431230543,0.3242504145514732,0.0
regime_0_pair_02,unsupported_target_break,0,475,832,-0.5633670687675476,-0.27591216564178467,2.4722323417663574,0.08263032133104176,9.214863781233792,7.55229823359754,1.2308802572458604,0.21651270625954178,0.0,4.653960350157523,0.549546940982541,2.0,5.575949103146316,0.590660301963065,1.0
regime_0_pair_02,target_omission_break,0,475,832,2.311448097229004,2.7881550788879395,-0.40835484862327576,0.2272495463623727,7.3973280642667385,10.217675716677753,1.4581200956911462,0.543174031117346,2.0,5.3230099791384085,0.24137228375472528,0.0,4.762173934797756,0.5943892726532328,2.0
regime_0_pair_02,target_spike,0,475,832,4.065965175628662,-0.27591216564178467,-0.40835484862327576,18.851898846637724,20.01953967942186,0.01754106427533575,5.420534999272286,0.21651270625954178,0.0,5.3230099791384085,0.24137228375472528,0.0,0.4784902431230543,0.3242504145514732,0.0
regime_0_pair_03,coherent_control,0,680,832,-0.7226701378822327,-0.9974285364151001,-0.49907752871513367,0.07549217756434601,0.04999365487415108,0.248353726875572,1.201027294096179,0.2617519777462816,0.0,2.4300984132930052,0.31847765659062116,1.0,2.8763855159214247,0.4122403614416516,0.0
regime_0_pair_03,unsupported_target_break,0,680,832,-0.7226701378822327,-0.9974285364151001,2.4722323417663574,0.07549217756434601,10.20740185446471,12.038546609582923,1.201027294096179,0.2617519777462816,0.0,4.653960350157523,0.549546940982541,2.0,4.762173934797756,0.6087002038749111,2.0
regime_0_pair_03,target_omission_break,0,680,832,2.311448097229004,2.7881550788879395,-0.49907752871513367,0.2272495463623727,7.899054294088686,10.805898216488899,1.4581200956911462,0.543174031117346,2.0,5.648974238161206,0.31847765659062116,1.0,4.762173934797756,0.6296554977348495,2.0
regime_0_pair_03,target_spike,0,680,832,-5.352002143859863,-0.9974285364151001,-0.49907752871513367,18.9623113026545,23.55087732027762,0.248353726875572,5.420534999272286,0.2617519777462816,0.0,5.648974238161206,0.31847765659062116,1.0,2.8763855159214247,0.4122403614416516,0.0
regime_0_pair_04,coherent_control,0,886,1098,0.577127993106842,0.8925661444664001,0.557124674320221,0.09950122733313549,0.0004001327624791884,0.11252097989383003,1.0689365205219932,0.28731412379213545,1.0,0.16417730467055106,0.3237150012305121,1.0,1.1332978466559998,0.4328288434844806,1.0
regime_0_pair_04,unsupported_target_break,0,886,1098,0.577127993106842,0.8925661444664001,-1.797825574874878,0.09950122733313549,5.640404450069102,7.238207603500118,1.0689365205219932,0.28731412379213545,1.0,5.3230099791384085,0.2788126879682345,0.0,5.3612921657094255,0.4003572413514143,0.0
regime_0_pair_04,target_omission_break,0,886,1098,-1.8136754035949707,-1.3302953243255615,0.557124674320221,0.2336563010345003,5.620693009442679,3.5623542512880455,2.5873216552160696,0.23443463395917,0.0,5.648974238161206,0.3237150012305121,1.0,5.3612921657094255,0.3996886283361593,0.0
regime_0_pair_04,target_spike,0,886,1098,5.206459999084473,0.8925661444664001,0.557124674320221,18.60968018891157,21.61631896210071,0.11252097989383003,5.111987788356543,0.28731412379213545,1.0,5.648974238161206,0.3237150012305121,1.0,1.1332978466559998,0.4328288434844806,1.0
regime_0_pair_05,coherent_control,0,1091,832,-1.1175752878189087,-1.1374053955078125,-1.0497832298278809,0.00039323317095352195,0.0045957631266588805,0.00767764391844139,0.05924283356286074,0.2660790762587453,0.0,0.613479777826074,0.2730256221344513,0.0,0.2923879634891936,0.3812362327541958,0.0
regime_0_pair_05,unsupported_target_break,0,1091,832,-1.1175752878189087,-1.1374053955078125,2.4722323417663574,0.00039323317095352195,12.886718817428587,13.02948459435379,0.05924283356286074,0.2660790762587453,0.0,4.653960350157523,0.549546940982541,2.0,4.762173934797756,0.6105734314281743,2.0
regime_0_pair_05,target_omission_break,0,1091,832,2.311448097229004,2.7881550788879395,-1.0497832298278809,0.2272495463623727,11.297876033988587,14.729770461508451,1.4581200956911462,0.543174031117346,2.0,5.3230099791384085,0.2730256221344513,0.0,4.762173934797756,0.6079317547407536,2.0
regime_0_pair_05,target_spike,0,1091,832,-5.7469072341918945,-1.1374053955078125,-1.0497832298278809,21.247507200831933,22.062973912372627,0.00767764391844139,5.420534999272286,0.2660790762587453,0.0,5.3230099791384085,0.2730256221344513,0.0,0.2923879634891936,0.3812362327541958,0.0
regime_0_pair_06,coherent_control,0,1297,832,-1.4470120668411255,-1.2507137060165405,-1.3157258033752441,0.03853304646241895,0.01723608297483281,0.004226572802977557,0.8458240207689031,0.1902443017536792,0.0,1.5163474893680884,0.24416571697444384,0.0,0.21962860920676522,0.3095315681726004,0.0
regime_0_pair_06,unsupported_target_break,0,1297,832,-1.4470120668411255,-1.2507137060165405,2.4722323417663574,0.03853304646241895,15.360476734401018,13.8603272747023,0.8458240207689031,0.1902443017536792,0.0,4.653960350157523,0.549546940982541,2.0,5.575949103146316,0.5815451269617976,1.0
regime_0_pair_06,target_omission_break,0,1297,832,2.311448097229004,2.7881550788879395,-1.3157258033752441,0.2272495463623727,13.156390505224635,16.841838295805246,1.4581200956911462,0.543174031117346,2.0,5.3230099791384085,0.24416571697444384,0.0,4.762173934797756,0.5955291138356812,2.0
regime_0_pair_06,target_spike,0,1297,832,3.1823198795318604,-1.2507137060165405,-1.3157258033752441,19.65178677060011,20.23241496551924,0.004226572802977557,5.420534999272286,0.1902443017536792,0.0,5.3230099791384085,0.24416571697444384,0.0,0.21962860920676522,0.3095315681726004,0.0
regime_0_pair_07,coherent_control,0,1503,1098,0.4508030414581299,0.11325997114181519,0.3609980642795563,0.11393532431856457,0.008064933926044127,0.06137416279152408,1.4692912806908585,0.22830989476308194,0.0,0.9535621266713866,0.28447260585979034,0.0,1.1417844605333185,0.36476029324940124,0.0
regime_0_pair_07,unsupported_target_break,0,1503,1098,0.4508030414581299,0.11325997114181519,-1.797825574874878,0.11393532431856457,5.056330654191697,3.652247964193922,1.4692912806908585,0.22830989476308194,0.0,5.3230099791384085,0.2788126879682345,0.0,5.3612921657094255,0.36036359835422005,0.0
regime_0_pair_07,target_omission_break,0,1503,1098,-1.8136754035949707,-1.3302953243255615,0.3609980642795563,0.2336563010345003,4.729204691877421,2.860473326339382,2.5873216552160696,0.23443463395917,0.0,5.3230099791384085,0.28447260585979034,0.0,5.3612921657094255,0.3686248242918939,0.0
regime_0_pair_07,target_spike,0,1503,1098,-4.178528785705566,0.11325997114181519,0.3609980642795563,18.419450733401593,20.60730402173585,0.06137416279152408,5.420534999272286,0.22830989476308194,0.0,5.3230099791384085,0.28447260585979034,0.0,1.1417844605333185,0.36476029324940124,0.0
regime_1_pair_00,coherent_control,1,24,205,-1.2453721761703491,-1.244056224822998,-1.1792562007904053,1.7317279485951076e-06,0.004371322200441341,0.004199043114624601,0.004962789342129014,0.3794557050209857,2.0,0.5863792051342391,0.4020089074819533,1.0,0.1777864016285633,0.5528090029728233,1.0
regime_1_pair_00,unsupported_target_break,1,24,205,-1.2453721761703491,-1.244056224822998,3.514556407928467,1.7317279485951076e-06,22.65692012572096,22.644394188581828,0.004962789342129014,0.3794557050209857,2.0,4.653960350157523,0.5877791091485763,2.0,4.762173934797756,0.6996219788031729,2.0
regime_1_pair_00,target_omission_break,1,24,205,3.4938578605651855,3.1393983364105225,-1.1792562007904053,0.12564155426395018,21.837995030439345,18.65077701168616,1.004202604197035,0.554972696302838,2.0,5.648974238161206,0.4020089074819533,1.0,4.762173934797756,0.6852779402085519,2.0
regime_1_pair_00,target_spike,1,24,205,3.383960008621216,-1.244056224822998,-1.1792562007904053,21.41853425702317,20.822942173836964,0.004199043114624601,5.308267697401205,0.3794557050209857,2.0,5.648974238161206,0.4020089074819533,1.0,0.1777864016285633,0.5528090029728233,1.0
