run_name,group,family,entity,dataset_id,data_name,variant,seed,context,distribution,mask,config_hash,plan_hash,source_threshold_rows,source_anomaly_ratios,detail_artifact,auc_pr,VUS_PR,auc_roc,VUS_ROC,R_AUC_PR,R_AUC_ROC
p0_weather_v1,smoke,Weather,Weather,Weather,Weather.csv,A00,2021,C0,D0,M1,eeb2fdccd439551aea9ceb8b1d615e7c05c3dbd342a5c9931c000c2021fb4bd8,c90835966507a4d3c03e3be93d2f81c191cee78e103f197d689278453ad63a31,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_v1/smoke/Weather/A00/seed_2021/attempt_001/PatternAD.1783776530.h3c-R5500-G5.3013223.csv.tar.gz,0.40658973804116871,0.41151616314857992,0.75114545547201095,0.72989714808775563,0.4128302742488596,0.74531068098200648
p0_weather_v1,smoke,Weather,Weather,Weather,Weather.csv,A01,2021,C0,D1,M1,d1d59a9624bcdb8f8c24bc2c55192fbf26c3dbcb608a64d2b8e9c0597daffa39,c90835966507a4d3c03e3be93d2f81c191cee78e103f197d689278453ad63a31,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_v1/smoke/Weather/A01/seed_2021/attempt_001/PatternAD.1783776608.h3c-R5500-G5.3035463.csv.tar.gz,0.39263314884455197,0.41256508959926991,0.79567228623183373,0.76046681683907125,0.41559987457902192,0.77361515183743124
p0_weather_v1,smoke,Weather,Weather,Weather,Weather.csv,A10,2021,C1,D0,M1,7bcbc6369cf7691532abed290bb9350b6299a1cd0cfc3a4fe477a86a4b0fb343,c90835966507a4d3c03e3be93d2f81c191cee78e103f197d689278453ad63a31,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_v1/smoke/Weather/A10/seed_2021/attempt_001/PatternAD.1783776569.h3c-R5500-G5.3024572.csv.tar.gz,0.41281258767052476,0.4112243761356173,0.72825140257490062,0.71672265507004629,0.41076967363940253,0.73413463643076304
p0_weather_v1,smoke,Weather,Weather,Weather,Weather.csv,A11,2021,C1,D1,M1,6bde1cc60eae0973e1866990edb89ebca3696cb14c7767e6a3d017c1140e6c82,c90835966507a4d3c03e3be93d2f81c191cee78e103f197d689278453ad63a31,1,1.0,/media/h3c/users/wangyueyang1/cxy/PatternAD-main/result/patternad_strict/p0_weather_v1/smoke/Weather/A11/seed_2021/attempt_001/PatternAD.1783776637.h3c-R5500-G5.3046137.csv.tar.gz,0.39025675170161211,0.41298322691908107,0.79174252848003046,0.76926715324617267,0.41640293256224353,0.78375720076044431
