paper_dataset,variant,seed,auc_roc,auc_pr,r_auc_roc,r_auc_pr,vus_roc,vus_pr,affiliation_f,affiliation_precision,affiliation_recall,point_f1,point_precision,point_recall,paper_catch_auc_roc,paper_catch_affiliation_f,delta_auc_roc_vs_paper_catch,delta_affiliation_f_vs_paper_catch
Genesis,adaptive,20261,0.39482786487796995,0.003499343844566513,0.5360079260072912,0.014410503232770926,0.5091803462644877,0.011025416358887315,0.6606437864854852,0.5633718389880992,0.7985157510293147,0.0,0.0,0.0,0.974,0.896,-0.57917213512203,-0.23535621351451486
Genesis,causal_catch,20261,0.4360764506222725,0.0037033848954641175,0.5328298048018765,0.014653275798000312,0.5136684257677534,0.011219634090268162,0.5923217603399429,0.47076109215360495,0.7985157510293147,0.0,0.0,0.0,0.974,0.896,-0.5379235493777275,-0.30367823966005714
Genesis,fixed,20261,0.40963633424923224,0.0035192405776438254,0.5366511500451958,0.014319343615512362,0.5168495294211379,0.011190430993485892,0.6766536425538634,0.582623976748594,0.8068752076646334,0.0,0.0,0.0,0.974,0.896,-0.5643636657507678,-0.21934635744613662
