source_id,role,regime,primary_pair_id,coordination_pair_id,trajectory_nll,compatibility_tail,reliability_bin,outer_threshold,outer_exceedance
regime_1_source_02,unsupported_transition,1,,regime_1_source_02_coordination,1.4707775115966797,1.2414634132414346,1,4.120661870539474,0
regime_1_source_02,no_event_normal_control,1,,,0.9115321040153503,0.46224162391024626,1,4.120661870539474,0
regime_1_source_03,normal_scheduled_transition,1,regime_1_source_03_primary,,1.5648084878921509,1.7598078694214527,1,4.120661870539474,0
regime_1_source_03,incompatible_timing_transition,1,regime_1_source_03_primary,,1.8081415891647339,2.9575110607337933,1,4.120661870539474,0
regime_1_source_03,normal_coordinated_transition,1,,regime_1_source_03_coordination,1.544197678565979,1.6029653979284828,1,4.120661870539474,0
regime_1_source_03,unsupported_transition,1,,regime_1_source_03_coordination,1.3072434663772583,1.0953707947439388,1,4.120661870539474,0
regime_1_source_03,no_event_normal_control,1,,,1.4484108686447144,1.2192402764567243,1,4.120661870539474,0
regime_1_source_04,normal_scheduled_transition,1,regime_1_source_04_primary,,1.6630879640579224,1.9234372932032548,1,4.120661870539474,0
regime_1_source_04,incompatible_timing_transition,1,regime_1_source_04_primary,,1.5140199661254883,1.3733909562839828,1,4.120661870539474,0
regime_1_source_04,normal_coordinated_transition,1,,regime_1_source_04_coordination,1.7874735593795776,2.8968864389173583,1,4.120661870539474,0
regime_1_source_04,unsupported_transition,1,,regime_1_source_04_coordination,1.3675966262817383,1.1657515915057381,1,4.120661870539474,0
regime_1_source_04,no_event_normal_control,1,,,0.7895457148551941,0.2876820724517809,1,4.120661870539474,0
regime_1_source_05,normal_scheduled_transition,1,regime_1_source_05_primary,,1.5451579093933105,1.6192259188002631,1,4.120661870539474,0
regime_1_source_05,incompatible_timing_transition,1,regime_1_source_05_primary,,1.7908233404159546,2.9575110607337933,1,4.120661870539474,0
regime_1_source_05,normal_coordinated_transition,1,,regime_1_source_05_coordination,1.5365413427352905,1.5105920777974677,1,4.120661870539474,0
regime_1_source_05,unsupported_transition,1,,regime_1_source_05_coordination,1.189026951789856,0.9509762898620451,1,4.120661870539474,0
regime_1_source_05,no_event_normal_control,1,,,0.650252640247345,0.1096989172564245,1,4.120661870539474,0
regime_1_source_06,normal_scheduled_transition,1,regime_1_source_06_primary,,1.7366048097610474,2.594605567044425,1,4.120661870539474,0
regime_1_source_06,incompatible_timing_transition,1,regime_1_source_06_primary,,1.5539064407348633,1.7227665977411035,1,4.120661870539474,0
regime_1_source_06,normal_coordinated_transition,1,,regime_1_source_06_coordination,1.682273507118225,2.016527716269267,1,4.120661870539474,0
regime_1_source_06,unsupported_transition,1,,regime_1_source_06_coordination,1.438628077507019,1.2192402764567243,1,4.120661870539474,0
regime_1_source_06,no_event_normal_control,1,,,1.1119405031204224,0.8101188571454495,1,4.120661870539474,0
regime_1_source_07,normal_scheduled_transition,1,regime_1_source_07_primary,,1.5491663217544556,1.8870696490323797,0,2.5985659682605218,0
regime_1_source_07,incompatible_timing_transition,1,regime_1_source_07_primary,,1.783803939819336,4.102643365036796,0,2.5985659682605218,1
regime_1_source_07,normal_coordinated_transition,1,,regime_1_source_07_coordination,1.5800151824951172,2.065761437775756,0,2.5985659682605218,0
regime_1_source_07,unsupported_transition,1,,regime_1_source_07_coordination,1.2712116241455078,1.428494715610267,0,2.5985659682605218,0
regime_1_source_07,no_event_normal_control,1,,,0.9616584777832031,1.212271607140631,0,2.5985659682605218,0
