source_id,role,regime,primary_pair_id,coordination_pair_id,trajectory_nll,compatibility_tail,reliability_bin,outer_threshold,outer_exceedance
regime_0_source_00,normal_scheduled_transition,0,regime_0_source_00_primary,,1.7382416725158691,2.594605567044425,1,4.120661870539474,0
regime_0_source_00,incompatible_timing_transition,0,regime_0_source_00_primary,,1.5796254873275757,1.7788560643921472,1,4.120661870539474,0
regime_0_source_00,normal_coordinated_transition,0,,regime_0_source_00_coordination,1.6879034042358398,2.092513623247189,1,4.120661870539474,0
regime_0_source_00,unsupported_transition,0,,regime_0_source_00_coordination,1.4032963514328003,1.1868050007035706,1,4.120661870539474,0
regime_0_source_00,no_event_normal_control,0,,,0.7682232856750488,0.2536362310420638,1,4.120661870539474,0
regime_0_source_01,normal_scheduled_transition,0,regime_0_source_01_primary,,1.5040665864944458,1.6748951290887442,0,2.5985659682605218,0
regime_0_source_01,incompatible_timing_transition,0,regime_0_source_01_primary,,1.7167021036148071,2.803360380906535,0,2.5985659682605218,1
regime_0_source_01,normal_coordinated_transition,0,,regime_0_source_01_coordination,1.5563321113586426,1.9431591156834234,0,2.5985659682605218,0
regime_0_source_01,unsupported_transition,0,,regime_0_source_01_coordination,1.2779523134231567,1.428494715610267,0,2.5985659682605218,0
regime_0_source_01,no_event_normal_control,0,,,0.5138866305351257,0.33372120324932303,0,2.5985659682605218,0
regime_0_source_02,normal_scheduled_transition,0,regime_0_source_02_primary,,1.6929901838302612,2.5621983240896467,0,2.5985659682605218,0
regime_0_source_02,incompatible_timing_transition,0,regime_0_source_02_primary,,1.5262227058410645,1.80005827204275,0,2.5985659682605218,0
regime_0_source_02,normal_coordinated_transition,0,,regime_0_source_02_coordination,1.7236248254776,2.8986705607108596,0,2.5985659682605218,1
regime_0_source_02,unsupported_transition,0,,regime_0_source_02_coordination,1.4697140455245972,1.5769147207285403,0,2.5985659682605218,0
regime_0_source_02,no_event_normal_control,0,,,0.4058363139629364,0.11985128872044251,0,2.5985659682605218,0
regime_0_source_03,normal_scheduled_transition,0,regime_0_source_03_primary,,1.5424647331237793,1.8690511435297015,0,2.5985659682605218,0
regime_0_source_03,incompatible_timing_transition,0,regime_0_source_03_primary,,1.853821873664856,4.28496492183075,0,2.5985659682605218,1
regime_0_source_03,normal_coordinated_transition,0,,regime_0_source_03_coordination,1.5138663053512573,1.751268107873318,0,2.5985659682605218,0
regime_0_source_03,unsupported_transition,0,,regime_0_source_03_coordination,1.202988624572754,1.428494715610267,0,2.5985659682605218,0
regime_0_source_03,no_event_normal_control,0,,,0.9008829593658447,1.1152793411533215,0,2.5985659682605218,0
regime_0_source_04,normal_scheduled_transition,0,regime_0_source_04_primary,,1.76048743724823,2.83972802507741,1,4.120661870539474,0
regime_0_source_04,incompatible_timing_transition,0,regime_0_source_04_primary,,1.5774537324905396,1.7598078694214527,1,4.120661870539474,0
regime_0_source_04,normal_coordinated_transition,0,,regime_0_source_04_coordination,1.6606119871139526,1.9234372932032548,1,4.120661870539474,0
regime_0_source_04,unsupported_transition,0,,regime_0_source_04_coordination,1.4287313222885132,1.2083112059245342,1,4.120661870539474,0
regime_0_source_04,no_event_normal_control,0,,,0.7301062941551208,0.7704388548615918,0,2.5985659682605218,0
regime_0_source_05,normal_scheduled_transition,0,regime_0_source_05_primary,,1.5321062803268433,1.8168653903591312,0,2.5985659682605218,0
regime_0_source_05,incompatible_timing_transition,0,regime_0_source_05_primary,,1.7585077285766602,3.8149612925850147,0,2.5985659682605218,1
regime_0_source_05,normal_coordinated_transition,0,,regime_0_source_05_coordination,1.5474146604537964,1.8870696490323797,0,2.5985659682605218,0
regime_0_source_05,unsupported_transition,0,,regime_0_source_05_coordination,1.3135844469070435,1.463586035421537,0,2.5985659682605218,0
regime_0_source_05,no_event_normal_control,0,,,0.6214643120765686,0.6162881750343335,0,2.5985659682605218,0
regime_0_source_06,normal_scheduled_transition,0,regime_0_source_06_primary,,1.7266074419021606,2.94996385509841,0,2.5985659682605218,1
regime_0_source_06,incompatible_timing_transition,0,regime_0_source_06_primary,,1.550411581993103,1.8870696490323797,0,2.5985659682605218,0
regime_0_source_06,normal_coordinated_transition,0,,regime_0_source_06_coordination,1.6828407049179077,2.3978952727983707,0,2.5985659682605218,0
regime_0_source_06,unsupported_transition,0,,regime_0_source_06_coordination,1.4217292070388794,1.5636694939785196,0,2.5985659682605218,0
regime_0_source_06,no_event_normal_control,0,,,1.3098386526107788,1.463586035421537,0,2.5985659682605218,0
regime_0_source_07,normal_scheduled_transition,0,regime_0_source_07_primary,,1.5566401481628418,1.7411157364093002,1,4.120661870539474,0
regime_0_source_07,incompatible_timing_transition,0,regime_0_source_07_primary,,1.803123116493225,2.9575110607337933,1,4.120661870539474,0
regime_0_source_07,normal_coordinated_transition,0,,regime_0_source_07_coordination,1.5138658285140991,1.3733909562839828,1,4.120661870539474,0
regime_0_source_07,unsupported_transition,0,,regime_0_source_07_coordination,1.319077968597412,1.1249295969854831,1,4.120661870539474,0
regime_0_source_07,no_event_normal_control,0,,,1.2268296480178833,1.428494715610267,0,2.5985659682605218,0
regime_1_source_00,normal_scheduled_transition,1,regime_1_source_00_primary,,1.4478238821029663,1.2192402764567243,1,4.120661870539474,0
regime_1_source_00,incompatible_timing_transition,1,regime_1_source_00_primary,,1.3567781448364258,1.1553888044701917,1,4.120661870539474,0
regime_1_source_00,normal_coordinated_transition,1,,regime_1_source_00_coordination,2.1436972618103027,3.6506582412937383,1,4.120661870539474,0
regime_1_source_00,unsupported_transition,1,,regime_1_source_00_coordination,1.481850504875183,1.2641916643189908,1,4.120661870539474,0
regime_1_source_00,no_event_normal_control,1,,,0.9160004258155823,0.47782635492694464,1,4.120661870539474,0
regime_1_source_01,normal_scheduled_transition,1,regime_1_source_01_primary,,1.9376153945922852,3.1651504255120377,1,4.120661870539474,0
regime_1_source_01,incompatible_timing_transition,1,regime_1_source_01_primary,,2.3749001026153564,4.120661870539474,1,4.120661870539474,0
regime_1_source_01,normal_coordinated_transition,1,,regime_1_source_01_coordination,1.327186107635498,1.1249295969854831,1,4.120661870539474,0
regime_1_source_01,unsupported_transition,1,,regime_1_source_01_coordination,1.1519266366958618,0.8938178760220964,1,4.120661870539474,0
regime_1_source_01,no_event_normal_control,1,,,0.8936669230461121,0.4317824164255378,1,4.120661870539474,0
regime_1_source_02,normal_scheduled_transition,1,regime_1_source_02_primary,,1.6555572748184204,1.9014583864844794,1,4.120661870539474,0
regime_1_source_02,incompatible_timing_transition,1,regime_1_source_02_primary,,1.506097674369812,1.360651930506553,1,4.120661870539474,0
regime_1_source_02,normal_coordinated_transition,1,,regime_1_source_02_coordination,1.8013581037521362,2.9575110607337933,1,4.120661870539474,0
