mechanism,ordering,hypothesis,higher_event,lower_event,higher_score,lower_score,margin,correct,raw_control_margin,raw_control_tied
same_deviation_different_context,same_deviation_pair_0,equal observed deviation is more surprising in quiet context,same_deviation_pair_0_quiet_context,same_deviation_pair_0_volatile_context,1.633990161136961,1.5776652939180913,0.056324867218869645,True,4.441244039199432e-09,True
same_deviation_different_context,same_deviation_pair_1,equal observed deviation is more surprising in quiet context,same_deviation_pair_1_quiet_context,same_deviation_pair_1_volatile_context,1.6412987552871101,2.047543351546647,-0.4062445962595369,False,3.0454239130506267e-09,True
same_deviation_different_context,same_deviation_pair_2,equal observed deviation is more surprising in quiet context,same_deviation_pair_2_quiet_context,same_deviation_pair_2_volatile_context,1.8858600791139164,1.7502401597739499,0.13561991933996653,True,-3.333902043323178e-08,True
slow_drift_vs_abrupt_shift,drift_shift_pair_0,abrupt shift outranks a matched gradual excursion,drift_shift_pair_0_abrupt_anomaly,drift_shift_pair_0_gradual_plateau_reference,1.449956937686976,1.9891053844791906,-0.5391484467922145,False,-2.4026958311829105e-08,True
slow_drift_vs_abrupt_shift,drift_shift_pair_1,abrupt shift outranks a matched gradual excursion,drift_shift_pair_1_abrupt_anomaly,drift_shift_pair_1_gradual_plateau_reference,1.550765887790559,1.7972232165937778,-0.2464573288032188,False,-2.2128224252959683e-08,True
