level,descriptor,target,removed_group,n,remaining_n,full_rho,group_loo_rho,absolute_shift,sign_flip
task,residual_energy_over_raw,delta_auc_pr,CalIt2,23,22,-0.07015810276679843,-0.08187464709203841,0.011716544325239983,False
task,residual_energy_over_raw,delta_auc_pr,NYC,23,22,-0.07015810276679843,-0.008469791078486732,0.061688311688311695,False
task,residual_energy_over_raw,delta_auc_pr,MSL,23,22,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,ASD,23,11,-0.07015810276679843,0.3545454545454546,0.42470355731225307,True
task,residual_energy_over_raw,delta_auc_pr,CICIDS,23,22,-0.07015810276679843,-0.06267645398080182,0.0074816487859966085,False
task,residual_energy_over_raw,delta_auc_pr,Creditcard,23,22,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,SMAP,23,22,-0.07015810276679843,0.011857707509881424,0.08201581027667985,True
task,residual_energy_over_raw,delta_auc_pr,SMD,23,22,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,SWAT,23,22,-0.07015810276679843,-0.17108977978543197,0.10093167701863354,False
task,residual_energy_over_raw,delta_auc_roc,PSM,23,22,-0.33102766798418976,-0.3822699040090345,0.051242236024844734,False
task,residual_energy_over_raw,delta_auc_roc,Genesis,23,22,-0.33102766798418976,-0.3088650479954828,0.022162619988706944,False
task,residual_energy_over_raw,delta_auc_roc,GECCO,23,22,-0.33102766798418976,-0.365330321852061,0.034302653867871236,False
task,residual_energy_over_raw,delta_auc_roc,CalIt2,23,22,-0.33102766798418976,-0.36194240542066636,0.030914737436476603,False
task,residual_energy_over_raw,delta_auc_roc,NYC,23,22,-0.33102766798418976,-0.29644268774703564,0.03458498023715412,False
task,residual_energy_over_raw,delta_auc_roc,MSL,23,22,-0.33102766798418976,-0.2941840767927725,0.03684359119141728,False
task,residual_energy_over_raw,delta_auc_roc,ASD,23,11,-0.33102766798418976,-0.26363636363636367,0.06739130434782609,False
task,residual_energy_over_raw,delta_auc_roc,CICIDS,23,22,-0.33102766798418976,-0.25127046866177305,0.0797571993224167,False
task,residual_energy_over_raw,delta_auc_roc,Creditcard,23,22,-0.33102766798418976,-0.2941840767927725,0.03684359119141728,False
task,residual_energy_over_raw,delta_auc_roc,SMAP,23,22,-0.33102766798418976,-0.25127046866177305,0.0797571993224167,False
task,residual_energy_over_raw,delta_auc_roc,SMD,23,22,-0.33102766798418976,-0.3562958780350085,0.02526821005081875,False
task,residual_energy_over_raw,delta_auc_roc,SWAT,23,22,-0.33102766798418976,-0.43083003952569177,0.09980237154150201,False
task,trend_over_residual_energy,delta_auc_pr,PSM,23,22,0.10375494071146245,0.19141727837380013,0.08766233766233768,False
task,trend_over_residual_energy,delta_auc_pr,Genesis,23,22,0.10375494071146245,0.040090344438170535,0.0636645962732919,False
task,trend_over_residual_energy,delta_auc_pr,GECCO,23,22,0.10375494071146245,0.15302089215132694,0.049265951439864494,False
task,trend_over_residual_energy,delta_auc_pr,CalIt2,23,22,0.10375494071146245,0.1202710333145116,0.01651609260304915,False
task,trend_over_residual_energy,delta_auc_pr,NYC,23,22,0.10375494071146245,0.04573687182382835,0.0580180688876341,False
task,trend_over_residual_energy,delta_auc_pr,MSL,23,22,0.10375494071146245,0.1259175607001694,0.022162619988706958,False
task,trend_over_residual_energy,delta_auc_pr,ASD,23,11,0.10375494071146245,-0.26363636363636367,0.36739130434782613,True
task,trend_over_residual_energy,delta_auc_pr,CICIDS,23,22,0.10375494071146245,0.09655561829474874,0.007199322416713713,False
task,trend_over_residual_energy,delta_auc_pr,Creditcard,23,22,0.10375494071146245,0.13721061547148505,0.033455674760022605,False
task,trend_over_residual_energy,delta_auc_pr,SMAP,23,22,0.10375494071146245,0.012987012987012988,0.09076792772444946,False
task,trend_over_residual_energy,delta_auc_pr,SMD,23,22,0.10375494071146245,0.12817617165443254,0.024421230942970093,False
task,trend_over_residual_energy,delta_auc_pr,SWAT,23,22,0.10375494071146245,0.20158102766798422,0.09782608695652177,False
task,trend_over_residual_energy,delta_auc_roc,PSM,23,22,0.3112648221343874,0.36194240542066636,0.05067758328627897,False
task,trend_over_residual_energy,delta_auc_roc,Genesis,23,22,0.3112648221343874,0.2874082439299831,0.02385657820440429,False
task,trend_over_residual_energy,delta_auc_roc,GECCO,23,22,0.3112648221343874,0.3382269904009035,0.026962168266516096,False
task,trend_over_residual_energy,delta_auc_roc,CalIt2,23,22,0.3112648221343874,0.34048560135516664,0.02922077922077926,False
task,trend_over_residual_energy,delta_auc_roc,NYC,23,22,0.3112648221343874,0.2749858836815359,0.03627893845285146,False
