level,descriptor,target,removed_item,removed_group,n,full_rho,loo_rho,absolute_shift,sign_flip
task,spectral_entropy,delta_auc_roc,ASD_dataset_6,ASD,23,-0.19071146245059292,-0.1552795031055901,0.03543195934500282,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_7,ASD,23,-0.19071146245059292,-0.20158102766798422,0.010869565217391297,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_8,ASD,23,-0.19071146245059292,-0.19480519480519481,0.004093732354601892,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_9,ASD,23,-0.19071146245059292,-0.20383963862224735,0.013128176171654432,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_10,ASD,23,-0.19071146245059292,-0.19480519480519481,0.004093732354601892,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_11,ASD,23,-0.19071146245059292,-0.20383963862224735,0.013128176171654432,False
task,spectral_entropy,delta_auc_roc,ASD_dataset_12,ASD,23,-0.19071146245059292,-0.1202710333145116,0.07044042913608133,False
task,spectral_entropy,delta_auc_roc,CICIDS,CICIDS,23,-0.19071146245059292,-0.08187464709203841,0.10883681535855451,False
task,spectral_entropy,delta_auc_roc,Creditcard,Creditcard,23,-0.19071146245059292,-0.13833992094861663,0.05237154150197629,False
task,spectral_entropy,delta_auc_roc,SMAP,SMAP,23,-0.19071146245059292,-0.25804630152456237,0.06733483907396945,False
task,spectral_entropy,delta_auc_roc,SMD,SMD,23,-0.19071146245059292,-0.14398644833427443,0.04672501411631849,False
task,spectral_entropy,delta_auc_roc,SWAT,SWAT,23,-0.19071146245059292,-0.28176171654432525,0.09105025409373232,False
task,periodicity_top3_ratio,delta_auc_pr,PSM,PSM,23,0.15019762845849804,0.13721061547148505,0.012987012987012991,False
task,periodicity_top3_ratio,delta_auc_pr,Genesis,Genesis,23,0.15019762845849804,0.21513269339356297,0.06493506493506493,False
task,periodicity_top3_ratio,delta_auc_pr,GECCO,GECCO,23,0.15019762845849804,0.14737436476566912,0.0028232636928289256,False
task,periodicity_top3_ratio,delta_auc_pr,CalIt2,CalIt2,23,0.15019762845849804,0.14624505928853757,0.003952569169960479,False
task,periodicity_top3_ratio,delta_auc_pr,NYC,NYC,23,0.15019762845849804,0.2941840767927725,0.14398644833427443,False
task,periodicity_top3_ratio,delta_auc_pr,MSL,MSL,23,0.15019762845849804,0.17560700169395824,0.025409373235460192,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_1,ASD,23,0.15019762845849804,0.17899491812535295,0.02879728966685491,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_2,ASD,23,0.15019762845849804,0.11688311688311688,0.033314511575381164,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_3,ASD,23,0.15019762845849804,0.13382269904009036,0.01637492941840768,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_4,ASD,23,0.15019762845849804,0.11349520045172222,0.036702428006775825,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_5,ASD,23,0.15019762845849804,0.13043478260869568,0.01976284584980237,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_6,ASD,23,0.15019762845849804,0.15640880858272163,0.0062111801242235865,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_7,ASD,23,0.15019762845849804,0.1507622811970638,0.0005646527385657629,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_8,ASD,23,0.15019762845849804,0.15415019762845852,0.003952569169960479,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_9,ASD,23,0.15019762845849804,0.21400338791643145,0.0638057594579334,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_10,ASD,23,0.15019762845849804,0.11123658949745907,0.038961038961038974,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_11,ASD,23,0.15019762845849804,0.11688311688311688,0.033314511575381164,False
task,periodicity_top3_ratio,delta_auc_pr,ASD_dataset_12,ASD,23,0.15019762845849804,0.1902879728966686,0.040090344438170555,False
task,periodicity_top3_ratio,delta_auc_pr,CICIDS,CICIDS,23,0.15019762845849804,0.13382269904009036,0.01637492941840768,False
task,periodicity_top3_ratio,delta_auc_pr,Creditcard,Creditcard,23,0.15019762845849804,0.1643139469226426,0.014116318464144545,False
task,periodicity_top3_ratio,delta_auc_pr,SMAP,SMAP,23,0.15019762845849804,0.07058159232072277,0.07961603613777528,False
task,periodicity_top3_ratio,delta_auc_pr,SMD,SMD,23,0.15019762845849804,0.12478825522303785,0.025409373235460192,False
task,periodicity_top3_ratio,delta_auc_pr,SWAT,SWAT,23,0.15019762845849804,0.06832298136645965,0.0818746470920384,False
task,periodicity_top3_ratio,delta_auc_roc,PSM,PSM,23,0.4683794466403162,0.4421230942970074,0.02625635234330881,False
task,periodicity_top3_ratio,delta_auc_roc,Genesis,Genesis,23,0.4683794466403162,0.5053642010163749,0.03698475437605869,False
task,periodicity_top3_ratio,delta_auc_roc,GECCO,GECCO,23,0.4683794466403162,0.4421230942970074,0.02625635234330881,False
task,periodicity_top3_ratio,delta_auc_roc,CalIt2,CalIt2,23,0.4683794466403162,0.5053642010163749,0.03698475437605869,False
task,periodicity_top3_ratio,delta_auc_roc,NYC,NYC,23,0.4683794466403162,0.5821569734613213,0.11377752682100511,False
task,periodicity_top3_ratio,delta_auc_roc,MSL,MSL,23,0.4683794466403162,0.4477696216826652,0.020609824957651013,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_1,ASD,23,0.4683794466403162,0.4895539243365331,0.021174477696216887,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_2,ASD,23,0.4683794466403162,0.4997176736307172,0.03133822699040095,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_3,ASD,23,0.4683794466403162,0.4669678147939018,0.0014116318464144073,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_4,ASD,23,0.4683794466403162,0.4647092038396387,0.0036702428006775145,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_5,ASD,23,0.4683794466403162,0.47374364765669114,0.005364201016374914,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_6,ASD,23,0.4683794466403162,0.4805194805194805,0.012140033879164291,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_7,ASD,23,0.4683794466403162,0.5087521174477697,0.04037267080745349,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_8,ASD,23,0.4683794466403162,0.4647092038396387,0.0036702428006775145,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_9,ASD,23,0.4683794466403162,0.4918125352907962,0.023433088650479994,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_10,ASD,23,0.4683794466403162,0.48277809147374373,0.01439864483342751,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_11,ASD,23,0.4683794466403162,0.46583850931677023,0.0025409373235459887,False
task,periodicity_top3_ratio,delta_auc_roc,ASD_dataset_12,ASD,23,0.4683794466403162,0.4647092038396387,0.0036702428006775145,False
task,periodicity_top3_ratio,delta_auc_roc,CICIDS,CICIDS,23,0.4683794466403162,0.40824392998306047,0.06013551665725575,False
task,periodicity_top3_ratio,delta_auc_roc,Creditcard,Creditcard,23,0.4683794466403162,0.4421230942970074,0.02625635234330881,False
task,periodicity_top3_ratio,delta_auc_roc,SMAP,SMAP,23,0.4683794466403162,0.4025974025974026,0.0657820440429136,False
task,periodicity_top3_ratio,delta_auc_roc,SMD,SMD,23,0.4683794466403162,0.4138904573687183,0.0544889892715979,False
task,periodicity_top3_ratio,delta_auc_roc,SWAT,SWAT,23,0.4683794466403162,0.4059853190287973,0.06239412761151891,False
task,correlation_drift,delta_auc_pr,PSM,PSM,23,-0.2519762845849803,-0.20948616600790515,0.04249011857707513,False
task,correlation_drift,delta_auc_pr,Genesis,Genesis,23,-0.2519762845849803,-0.3235460191981932,0.07156973461321292,False
task,correlation_drift,delta_auc_pr,GECCO,GECCO,23,-0.2519762845849803,-0.24223602484472054,0.009740259740259744,False
task,correlation_drift,delta_auc_pr,CalIt2,CalIt2,23,-0.2519762845849803,-0.22868435911914178,0.023291925465838498,False
task,correlation_drift,delta_auc_pr,NYC,NYC,23,-0.2519762845849803,-0.39243365330321855,0.14045736871823827,False
task,correlation_drift,delta_auc_pr,MSL,MSL,23,-0.2519762845849803,-0.2907961603613778,0.038819875776397506,False
task,correlation_drift,delta_auc_pr,ASD_dataset_1,ASD,23,-0.2519762845849803,-0.27950310559006214,0.02752682100508186,False
task,correlation_drift,delta_auc_pr,ASD_dataset_2,ASD,23,-0.2519762845849803,-0.24901185770750994,0.0029644268774703386,False
task,correlation_drift,delta_auc_pr,ASD_dataset_3,ASD,23,-0.2519762845849803,-0.2173913043478261,0.03458498023715417,False
task,correlation_drift,delta_auc_pr,ASD_dataset_4,ASD,23,-0.2519762845849803,-0.2173913043478261,0.03458498023715417,False
task,correlation_drift,delta_auc_pr,ASD_dataset_5,ASD,23,-0.2519762845849803,-0.25352907961603616,0.0015527950310558758,False
task,correlation_drift,delta_auc_pr,ASD_dataset_6,ASD,23,-0.2519762845849803,-0.24562394127611523,0.006352343308865055,False
task,correlation_drift,delta_auc_pr,ASD_dataset_7,ASD,23,-0.2519762845849803,-0.22642574816487862,0.02555053642010166,False
task,correlation_drift,delta_auc_pr,ASD_dataset_8,ASD,23,-0.2519762845849803,-0.27950310559006214,0.02752682100508186,False
task,correlation_drift,delta_auc_pr,ASD_dataset_9,ASD,23,-0.2519762845849803,-0.28176171654432525,0.029785431959344966,False
task,correlation_drift,delta_auc_pr,ASD_dataset_10,ASD,23,-0.2519762845849803,-0.2603049124788256,0.008328627893845308,False
task,correlation_drift,delta_auc_pr,ASD_dataset_11,ASD,23,-0.2519762845849803,-0.25127046866177305,0.0007058159232072314,False
task,correlation_drift,delta_auc_pr,ASD_dataset_12,ASD,23,-0.2519762845849803,-0.29192546583850937,0.03994918125352909,False
task,correlation_drift,delta_auc_pr,CICIDS,CICIDS,23,-0.2519762845849803,-0.22303783173348396,0.02893845285149632,False
task,correlation_drift,delta_auc_pr,Creditcard,Creditcard,23,-0.2519762845849803,-0.2603049124788256,0.008328627893845308,False
task,correlation_drift,delta_auc_pr,SMAP,SMAP,23,-0.2519762845849803,-0.18125352907961606,0.07072275550536422,False
task,correlation_drift,delta_auc_pr,SMD,SMD,23,-0.2519762845849803,-0.22303783173348396,0.02893845285149632,False
task,correlation_drift,delta_auc_pr,SWAT,SWAT,23,-0.2519762845849803,-0.15979672501411638,0.0921795595708639,False
task,correlation_drift,delta_auc_roc,PSM,PSM,23,-0.591897233201581,-0.5640880858272164,0.027809147374364684,False
task,correlation_drift,delta_auc_roc,Genesis,Genesis,23,-0.591897233201581,-0.6408808582721628,0.04898362507058174,False
task,correlation_drift,delta_auc_roc,GECCO,GECCO,23,-0.591897233201581,-0.5708639186900057,0.021033314511575307,False
task,correlation_drift,delta_auc_roc,CalIt2,CalIt2,23,-0.591897233201581,-0.5878035008469792,0.0040937323546018645,False
task,correlation_drift,delta_auc_roc,NYC,NYC,23,-0.591897233201581,-0.7052512704686619,0.11335403726708082,False
task,correlation_drift,delta_auc_roc,MSL,MSL,23,-0.591897233201581,-0.5878035008469792,0.0040937323546018645,False
task,correlation_drift,delta_auc_roc,ASD_dataset_1,ASD,23,-0.591897233201581,-0.6239412761151892,0.032044042913608184,False
task,correlation_drift,delta_auc_roc,ASD_dataset_2,ASD,23,-0.591897233201581,-0.5742518351214004,0.01764539808018062,False
task,correlation_drift,delta_auc_roc,ASD_dataset_3,ASD,23,-0.591897233201581,-0.5923207227555054,0.00042348955392434995,False
task,correlation_drift,delta_auc_roc,ASD_dataset_4,ASD,23,-0.591897233201581,-0.5844155844155845,0.007481648785996553,False
task,correlation_drift,delta_auc_roc,ASD_dataset_5,ASD,23,-0.591897233201581,-0.5945793337097686,0.0026821005081875127,False
task,correlation_drift,delta_auc_roc,ASD_dataset_6,ASD,23,-0.591897233201581,-0.5878035008469792,0.0040937323546018645,False
task,correlation_drift,delta_auc_roc,ASD_dataset_7,ASD,23,-0.591897233201581,-0.5878035008469792,0.0040937323546018645,False
task,correlation_drift,delta_auc_roc,ASD_dataset_8,ASD,23,-0.591897233201581,-0.6284584980237156,0.03656126482213451,False
task,correlation_drift,delta_auc_roc,ASD_dataset_9,ASD,23,-0.591897233201581,-0.5990965556182948,0.007199322416713727,False
task,correlation_drift,delta_auc_roc,ASD_dataset_10,ASD,23,-0.591897233201581,-0.6070016939582158,0.015104460756634741,False
task,correlation_drift,delta_auc_roc,ASD_dataset_11,ASD,23,-0.591897233201581,-0.5945793337097686,0.0026821005081875127,False
task,correlation_drift,delta_auc_roc,ASD_dataset_12,ASD,23,-0.591897233201581,-0.5945793337097686,0.0026821005081875127,False
task,correlation_drift,delta_auc_roc,CICIDS,CICIDS,23,-0.591897233201581,-0.5448898927159798,0.04700734048560129,False
task,correlation_drift,delta_auc_roc,Creditcard,Creditcard,23,-0.591897233201581,-0.5810276679841898,0.010869565217391242,False
task,correlation_drift,delta_auc_roc,SMAP,SMAP,23,-0.591897233201581,-0.5448898927159798,0.04700734048560129,False
task,correlation_drift,delta_auc_roc,SMD,SMD,23,-0.591897233201581,-0.5482778091473745,0.0436194240542066,False
task,correlation_drift,delta_auc_roc,SWAT,SWAT,23,-0.591897233201581,-0.5448898927159798,0.04700734048560129,False
task,trend_energy_over_raw,delta_auc_pr,PSM,PSM,23,0.05434782608695652,0.13495200451722192,0.0806041784302654,False
task,trend_energy_over_raw,delta_auc_pr,Genesis,Genesis,23,0.05434782608695652,-0.0016939582156973462,0.056041784302653865,True
task,trend_energy_over_raw,delta_auc_pr,GECCO,GECCO,23,0.05434782608695652,0.1225296442687747,0.06818181818181818,False
task,trend_energy_over_raw,delta_auc_pr,CalIt2,CalIt2,23,0.05434782608695652,0.06832298136645965,0.013975155279503125,False
task,trend_energy_over_raw,delta_auc_pr,NYC,NYC,23,0.05434782608695652,-0.011857707509881424,0.06620553359683795,True
task,trend_energy_over_raw,delta_auc_pr,MSL,MSL,23,0.05434782608695652,0.07396950875211745,0.019621682665160935,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_1,ASD,23,0.05434782608695652,0.0536420101637493,0.0007058159232072175,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_2,ASD,23,0.05434782608695652,0.05815923207227556,0.0038114059853190385,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_3,ASD,23,0.05434782608695652,-0.026538678712591763,0.08088650479954829,True
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_4,ASD,23,0.05434782608695652,-0.026538678712591763,0.08088650479954829,True
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_5,ASD,23,0.05434782608695652,0.059288537549407126,0.004940711462450606,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_6,ASD,23,0.05434782608695652,0.07509881422924902,0.020750988142292502,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_7,ASD,23,0.05434782608695652,0.05815923207227556,0.0038114059853190385,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_8,ASD,23,0.05434782608695652,0.06832298136645965,0.013975155279503125,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_9,ASD,23,0.05434782608695652,0.07171089779785433,0.017363071710897814,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_10,ASD,23,0.05434782608695652,0.040090344438170535,0.014257481648785986,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_11,ASD,23,0.05434782608695652,0.05590062111801244,0.0015527950310559174,False
task,trend_energy_over_raw,delta_auc_pr,ASD_dataset_12,ASD,23,0.05434782608695652,0.06041784302653869,0.0060700169395821665,False
task,trend_energy_over_raw,delta_auc_pr,CICIDS,CICIDS,23,0.05434782608695652,0.03896103896103897,0.015386787125917553,False
task,trend_energy_over_raw,delta_auc_pr,Creditcard,Creditcard,23,0.05434782608695652,0.0852625635234331,0.03091473743647658,False
task,trend_energy_over_raw,delta_auc_pr,SMAP,SMAP,23,0.05434782608695652,-0.044607566346696784,0.09895539243365331,True
task,trend_energy_over_raw,delta_auc_pr,SMD,SMD,23,0.05434782608695652,0.10333145115753813,0.048983625070581606,False
task,trend_energy_over_raw,delta_auc_pr,SWAT,SWAT,23,0.05434782608695652,0.13495200451722192,0.0806041784302654,False
task,trend_energy_over_raw,delta_auc_roc,PSM,PSM,23,0.19762845849802374,0.24110671936758896,0.043478260869565216,False
task,trend_energy_over_raw,delta_auc_roc,Genesis,Genesis,23,0.19762845849802374,0.17899491812535295,0.018633540372670787,False
task,trend_energy_over_raw,delta_auc_roc,GECCO,GECCO,23,0.19762845849802374,0.24562394127611523,0.047995482778091486,False
task,trend_energy_over_raw,delta_auc_roc,CalIt2,CalIt2,23,0.19762845849802374,0.21852060982495766,0.020892151326933922,False
task,trend_energy_over_raw,delta_auc_roc,NYC,NYC,23,0.19762845849802374,0.15415019762845852,0.043478260869565216,False
task,trend_energy_over_raw,delta_auc_roc,MSL,MSL,23,0.19762845849802374,0.14624505928853757,0.051383399209486175,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_1,ASD,23,0.19762845849802374,0.1981931112365895,0.0005646527385657629,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_2,ASD,23,0.19762845849802374,0.18690005646527386,0.010728402032749884,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_3,ASD,23,0.19762845849802374,0.16205533596837948,0.03557312252964426,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_4,ASD,23,0.19762845849802374,0.145115753811406,0.05251270468661773,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_5,ASD,23,0.19762845849802374,0.1981931112365895,0.0005646527385657629,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_6,ASD,23,0.19762845849802374,0.24223602484472054,0.0446075663466968,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_7,ASD,23,0.19762845849802374,0.22642574816487862,0.02879728966685488,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_8,ASD,23,0.19762845849802374,0.21626199887069456,0.018633540372670815,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_9,ASD,23,0.19762845849802374,0.22190852625635235,0.02428006775832861,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_10,ASD,23,0.19762845849802374,0.20948616600790515,0.01185770750988141,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_11,ASD,23,0.19762845849802374,0.21513269339356297,0.017504234895539234,False
task,trend_energy_over_raw,delta_auc_roc,ASD_dataset_12,ASD,23,0.19762845849802374,0.21513269339356297,0.017504234895539234,False
task,trend_energy_over_raw,delta_auc_roc,CICIDS,CICIDS,23,0.19762845849802374,0.09881422924901187,0.09881422924901187,False
task,trend_energy_over_raw,delta_auc_roc,Creditcard,Creditcard,23,0.19762845849802374,0.1518915866741954,0.04573687182382835,False
task,trend_energy_over_raw,delta_auc_roc,SMAP,SMAP,23,0.19762845849802374,0.09203839638622249,0.10559006211180125,False
task,trend_energy_over_raw,delta_auc_roc,SMD,SMD,23,0.19762845849802374,0.30434782608695654,0.1067193675889328,False
task,trend_energy_over_raw,delta_auc_roc,SWAT,SWAT,23,0.19762845849802374,0.2670807453416149,0.06945228684359117,False
task,residual_energy_over_raw,delta_auc_pr,PSM,PSM,23,-0.07015810276679843,-0.1575381140598532,0.08738001129305478,False
task,residual_energy_over_raw,delta_auc_pr,Genesis,Genesis,23,-0.07015810276679843,-0.0016939582156973462,0.06846414455110109,False
task,residual_energy_over_raw,delta_auc_pr,GECCO,GECCO,23,-0.07015810276679843,-0.12704686617730096,0.05688876341050253,False
task,residual_energy_over_raw,delta_auc_pr,CalIt2,CalIt2,23,-0.07015810276679843,-0.08187464709203841,0.011716544325239983,False
task,residual_energy_over_raw,delta_auc_pr,NYC,NYC,23,-0.07015810276679843,-0.008469791078486732,0.061688311688311695,False
task,residual_energy_over_raw,delta_auc_pr,MSL,MSL,23,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_1,ASD,23,-0.07015810276679843,-0.07509881422924902,0.004940711462450592,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_2,ASD,23,-0.07015810276679843,-0.07171089779785433,0.0015527950310559036,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_3,ASD,23,-0.07015810276679843,0.03896103896103897,0.1091191417278374,True
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_4,ASD,23,-0.07015810276679843,0.03896103896103897,0.1091191417278374,True
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_5,ASD,23,-0.07015810276679843,-0.08074534161490683,0.010587238848108402,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_6,ASD,23,-0.07015810276679843,-0.0852625635234331,0.015104460756634672,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_7,ASD,23,-0.07015810276679843,-0.07171089779785433,0.0015527950310559036,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_8,ASD,23,-0.07015810276679843,-0.08074534161490683,0.010587238848108402,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_9,ASD,23,-0.07015810276679843,-0.10559006211180126,0.03543195934500283,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_10,ASD,23,-0.07015810276679843,-0.05590062111801244,0.014257481648785993,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_11,ASD,23,-0.07015810276679843,-0.06832298136645965,0.001835121400338785,False
task,residual_energy_over_raw,delta_auc_pr,ASD_dataset_12,ASD,23,-0.07015810276679843,-0.09768492377188029,0.02752682100508186,False
task,residual_energy_over_raw,delta_auc_pr,CICIDS,CICIDS,23,-0.07015810276679843,-0.06267645398080182,0.0074816487859966085,False
task,residual_energy_over_raw,delta_auc_pr,Creditcard,Creditcard,23,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,SMAP,SMAP,23,-0.07015810276679843,0.011857707509881424,0.08201581027667985,True
task,residual_energy_over_raw,delta_auc_pr,SMD,SMD,23,-0.07015810276679843,-0.09994353472614344,0.029785431959345007,False
task,residual_energy_over_raw,delta_auc_pr,SWAT,SWAT,23,-0.07015810276679843,-0.17108977978543197,0.10093167701863354,False
task,residual_energy_over_raw,delta_auc_roc,PSM,PSM,23,-0.33102766798418976,-0.3822699040090345,0.051242236024844734,False
task,residual_energy_over_raw,delta_auc_roc,Genesis,Genesis,23,-0.33102766798418976,-0.3088650479954828,0.022162619988706944,False
task,residual_energy_over_raw,delta_auc_roc,GECCO,GECCO,23,-0.33102766798418976,-0.365330321852061,0.034302653867871236,False
task,residual_energy_over_raw,delta_auc_roc,CalIt2,CalIt2,23,-0.33102766798418976,-0.36194240542066636,0.030914737436476603,False
task,residual_energy_over_raw,delta_auc_roc,NYC,NYC,23,-0.33102766798418976,-0.29644268774703564,0.03458498023715412,False
task,residual_energy_over_raw,delta_auc_roc,MSL,MSL,23,-0.33102766798418976,-0.2941840767927725,0.03684359119141728,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_1,ASD,23,-0.33102766798418976,-0.3427442123094297,0.011716544325239941,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_2,ASD,23,-0.33102766798418976,-0.32580463015245625,0.005223037831733501,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_3,ASD,23,-0.33102766798418976,-0.28289102202145683,0.04813664596273293,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_4,ASD,23,-0.33102766798418976,-0.2648221343873518,0.06620553359683795,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_5,ASD,23,-0.33102766798418976,-0.3427442123094297,0.011716544325239941,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_6,ASD,23,-0.33102766798418976,-0.3562958780350085,0.02526821005081875,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_7,ASD,23,-0.33102766798418976,-0.3788819875776398,0.047854319593450045,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_8,ASD,23,-0.33102766798418976,-0.34839073969508755,0.017363071710897793,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_9,ASD,23,-0.33102766798418976,-0.34839073969508755,0.017363071710897793,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_10,ASD,23,-0.33102766798418976,-0.32580463015245625,0.005223037831733501,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_11,ASD,23,-0.33102766798418976,-0.36194240542066636,0.030914737436476603,False
task,residual_energy_over_raw,delta_auc_roc,ASD_dataset_12,ASD,23,-0.33102766798418976,-0.32241671372106157,0.00861095426312819,False
task,residual_energy_over_raw,delta_auc_roc,CICIDS,CICIDS,23,-0.33102766798418976,-0.25127046866177305,0.0797571993224167,False
task,residual_energy_over_raw,delta_auc_roc,Creditcard,Creditcard,23,-0.33102766798418976,-0.2941840767927725,0.03684359119141728,False
task,residual_energy_over_raw,delta_auc_roc,SMAP,SMAP,23,-0.33102766798418976,-0.25127046866177305,0.0797571993224167,False
task,residual_energy_over_raw,delta_auc_roc,SMD,SMD,23,-0.33102766798418976,-0.3562958780350085,0.02526821005081875,False
task,residual_energy_over_raw,delta_auc_roc,SWAT,SWAT,23,-0.33102766798418976,-0.43083003952569177,0.09980237154150201,False
task,trend_over_residual_energy,delta_auc_pr,PSM,PSM,23,0.10375494071146245,0.19141727837380013,0.08766233766233768,False
task,trend_over_residual_energy,delta_auc_pr,Genesis,Genesis,23,0.10375494071146245,0.040090344438170535,0.0636645962732919,False
task,trend_over_residual_energy,delta_auc_pr,GECCO,GECCO,23,0.10375494071146245,0.15302089215132694,0.049265951439864494,False
task,trend_over_residual_energy,delta_auc_pr,CalIt2,CalIt2,23,0.10375494071146245,0.1202710333145116,0.01651609260304915,False
task,trend_over_residual_energy,delta_auc_pr,NYC,NYC,23,0.10375494071146245,0.04573687182382835,0.0580180688876341,False
task,trend_over_residual_energy,delta_auc_pr,MSL,MSL,23,0.10375494071146245,0.1259175607001694,0.022162619988706958,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_1,ASD,23,0.10375494071146245,0.1044607566346697,0.0007058159232072453,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_2,ASD,23,0.10375494071146245,0.10897797854319595,0.005223037831733501,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_3,ASD,23,0.10375494071146245,-0.0005646527385657821,0.10431959345002823,True
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_4,ASD,23,0.10375494071146245,-0.0005646527385657821,0.10431959345002823,True
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_5,ASD,23,0.10375494071146245,0.1101072840203275,0.006352343308865055,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_6,ASD,23,0.10375494071146245,0.11462450592885377,0.010869565217391325,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_7,ASD,23,0.10375494071146245,0.10897797854319595,0.005223037831733501,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_8,ASD,23,0.10375494071146245,0.11801242236024848,0.014257481648786027,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_9,ASD,23,0.10375494071146245,0.1360813099943535,0.03232636928289105,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_10,ASD,23,0.10375494071146245,0.09994353472614344,0.0038114059853190108,False
task,trend_over_residual_energy,delta_auc_pr,ASD_dataset_11,ASD,23,0.10375494071146245,0.10671936758893281,0.0029644268774703664,False
