pair_id,role,is_pair,designated_target,scored_target,phase_bin,source_terminal_index,donor_terminal_index,relation_value,relation_velocity,target,mu_temporal,mu_cross,temporal_residual,cross_residual,disagreement,temporal_residual_tail,temporal_residual_reliability_feature,temporal_residual_reliability_stratum,cross_residual_tail,cross_residual_reliability_feature,cross_residual_reliability_stratum,disagreement_tail,disagreement_reliability_feature,disagreement_reliability_stratum,temporal_residual_tail_exceeds,cross_residual_tail_exceeds,disagreement_tail_exceeds,source_selection_block
target_0_phase_0_pair_00,coherent_control,True,0,0,0,329,713,0.290284663438797,0.03131579980254173,1.2817201614379883,1.2207317352294922,1.3659638166427612,0.003719588131389173,0.007096993442260668,0.021092357471630407,0.1228981363231539,0.5329883956316698,0.0,0.22073100490882583,0.6466247026204464,0.0,0.24740817331384096,0.837973827704065,0.0,False,False,False,0
target_0_phase_0_pair_00,unsupported_target_break,True,0,0,0,329,713,0.290284663438797,0.03131579980254173,1.2817201614379883,1.2207317352294922,-2.2982747554779053,0.003719588131389173,12.816363605143636,12.383406681640793,0.1228981363231539,0.5329883956316698,0.0,5.147494476813453,0.7220658688860774,1.0,5.170483995038151,0.8974718652349093,1.0,False,True,True,0
target_0_phase_0_pair_00,target_omission_break,True,0,0,0,329,713,0.290284663438797,0.03131579980254173,-2.714885950088501,-1.1300938129425049,1.3659638166427612,2.5115661179597737,16.653334818630597,6.2303036902108175,4.0661736852554045,0.6248667342544417,1.0,5.332718793265369,0.6466247026204464,0.0,5.170483995038151,0.8992118446822149,1.0,True,True,True,0
target_0_phase_0_pair_00,target_spike,True,0,0,0,329,713,0.290284663438797,0.03131579980254173,4.390450477600098,1.2207317352294922,1.3659638166427612,10.047116905735493,9.147519562308858,0.021092357471630407,4.990432586778736,0.5329883956316698,0.0,5.332718793265369,0.6466247026204464,0.0,0.24740817331384096,0.837973827704065,0.0,True,True,False,0
target_0_phase_0_pair_01,coherent_control,True,0,0,0,518,902,0.19509032368659973,0.032096121460199356,1.8133330345153809,0.938201904296875,1.7006114721298218,0.7658544950775195,0.012706150626641488,0.5812683491232207,1.730798769438368,0.5918847556732695,1.0,0.30173382590743125,0.7990547978452938,2.0,1.6739764335716716,0.9943923440765164,2.0,False,False,False,1
target_0_phase_0_pair_01,unsupported_target_break,True,0,0,0,518,902,0.19509032368659973,0.032096121460199356,1.8133330345153809,0.938201904296875,-1.3912572860717773,0.7658544950775195,10.269399122800905,5.426380119592977,1.730798769438368,0.5918847556732695,1.0,5.332718793265369,0.6599668385334048,0.0,4.983606621708336,0.8865008696905959,0.0,False,True,True,1
target_0_phase_0_pair_01,target_omission_break,True,0,0,0,518,902,0.19509032368659973,0.032096121460199356,-1.2040454149246216,-0.29706552624702454,1.7006114721298218,0.8226125184656263,8.43703163151281,3.9907133898439264,1.9066894359020319,0.5685478073702311,1.0,5.3706380281276624,0.7990547978452938,2.0,5.605802066295998,0.9806809772933708,2.0,False,True,True,1
target_0_phase_0_pair_01,target_spike,True,0,0,0,518,902,0.19509032368659973,0.032096121460199356,4.92206335067749,0.938201904296875,1.7006114721298218,15.871152023957848,10.377752205798302,0.5812683491232207,5.1647859739235145,0.5918847556732695,1.0,5.3706380281276624,0.7990547978452938,2.0,1.6739764335716716,0.9943923440765164,2.0,True,True,False,1
target_0_phase_0_pair_02,coherent_control,True,0,0,0,935,359,0.9569403529167175,0.009499544277787209,-2.9261538982391357,-1.7186381816864014,-1.750973105430603,1.4580942057218635,1.3810498957860915,0.0010455472935433363,2.5998366164619773,0.6162111611803331,1.0,5.332718793265369,0.6677867923133051,0.0,0.034685557987889984,0.908655817761218,1.0,False,True,False,2
target_0_phase_0_pair_02,unsupported_target_break,True,0,0,0,935,359,0.9569403529167175,0.009499544277787209,-2.9261538982391357,-1.7186381816864014,1.7579524517059326,1.4580942057218635,21.94085229759571,12.08668243219131,2.5998366164619773,0.6162111611803331,1.0,5.3706380281276624,0.8118772352550425,2.0,5.605802066295998,1.0192452306920972,2.0,False,True,True,2
target_0_phase_0_pair_02,target_omission_break,True,0,0,0,935,359,0.9569403529167175,0.009499544277787209,2.314833641052246,0.9163899421691895,-1.750973105430603,1.9556447789457252,16.53078449974545,7.114825627700853,4.507189777627888,0.771619535933434,2.0,5.332718793265369,0.6677867923133051,0.0,5.605802066295998,1.0204586754113179,2.0,True,True,True,2
target_0_phase_0_pair_02,target_spike,True,0,0,0,935,359,0.9569403529167175,0.009499544277787209,-6.034883975982666,-1.7186381816864014,-1.750973105430603,18.629977756780193,18.351892346834134,0.0010455472935433363,5.1647859739235145,0.6162111611803331,1.0,5.332718793265369,0.6677867923133051,0.0,0.034685557987889984,0.908655817761218,1.0,True,True,False,2
