pair_id,role,is_pair,designated_target,scored_target,phase_bin,source_terminal_index,donor_terminal_index,relation_value,relation_velocity,target,mu_temporal,mu_cross,temporal_residual,cross_residual,disagreement,temporal_residual_tail,temporal_residual_reliability_feature,temporal_residual_reliability_stratum,cross_residual_tail,cross_residual_reliability_feature,cross_residual_reliability_stratum,disagreement_tail,disagreement_reliability_feature,disagreement_reliability_stratum,temporal_residual_tail_exceeds,cross_residual_tail_exceeds,disagreement_tail_exceeds,source_selection_block
target_0_phase_0_pair_00,coherent_control,True,0,0,0,348,540,0.7933533191680908,0.019921671599149704,0.8932574391365051,0.6089526414871216,0.9536208510398865,0.08082921796645692,0.003643741496617281,0.11879617467630865,0.5156918134171636,0.5044230071630955,0.0,0.16462197969455372,0.6270916536983051,0.0,0.7265631774797894,0.804789731727198,0.0,False,False,False,0
target_0_phase_0_pair_00,unsupported_target_break,True,0,0,0,348,540,0.7933533191680908,0.019921671599149704,0.8932574391365051,0.6089526414871216,-1.495839238166809,0.08082921796645692,5.707782933501736,4.4301488566571265,0.5156918134171636,0.5044230071630955,0.0,5.4116460518550396,0.6563166163709582,0.0,5.3612921657094255,0.8277645021865119,0.0,False,True,True,0
target_0_phase_0_pair_00,target_omission_break,True,0,0,0,348,540,0.7933533191680908,0.019921671599149704,-3.0439722537994385,-1.8831641674041748,-0.21510784327983856,1.347475413440634,8.002473853104403,2.7824119004511925,3.0185469513201624,0.5790978676006647,1.0,5.4116460518550396,0.6270916536983051,0.0,5.3612921657094255,0.8535796871983963,0.0,True,True,True,0
target_0_phase_0_pair_00,target_spike,True,0,0,0,348,540,0.7933533191680908,0.019921671599149704,4.000373363494873,0.6089526414871216,0.9536208510398865,11.501734513663578,9.282700872150773,0.11879617467630865,5.327876168789581,0.5044230071630955,0.0,5.4116460518550396,0.6270916536983051,0.0,0.7265631774797894,0.804789731727198,0.0,True,True,False,0
target_0_phase_0_pair_01,coherent_control,True,0,0,0,537,1113,0.7298640608787537,0.022370506078004837,-2.0046472549438477,-1.408016324043274,-1.8087102174758911,0.3559684677072852,0.038391322651719406,0.16055559623418958,1.2660081952453885,0.5711762421828319,1.0,0.7295148247308202,0.6667583433560343,0.0,0.7763634865810235,0.8779572814601998,1.0,False,False,False,1
target_0_phase_0_pair_01,unsupported_target_break,True,0,0,0,537,1113,0.7298640608787537,0.022370506078004837,-2.0046472549438477,-1.408016324043274,0.6685245037078857,0.3559684677072852,7.145847251253201,4.312021809317471,1.2660081952453885,0.5711762421828319,1.0,5.43372200355424,0.7122000332953112,1.0,5.572154032177765,0.9129464316486172,1.0,False,True,True,1
target_0_phase_0_pair_01,target_omission_break,True,0,0,0,537,1113,0.7298640608787537,0.022370506078004837,2.5560035705566406,1.6837692260742188,-0.6145015358924866,0.7607927516946802,10.052102630019991,5.28204849531102,1.9708077006770406,0.7010569376717503,2.0,5.4116460518550396,0.6667583433560343,0.0,4.770684624465665,0.9674954874791798,2.0,False,True,True,1
target_0_phase_0_pair_01,target_spike,True,0,0,0,537,1113,0.7298640608787537,0.022370506078004837,-5.111763000488281,-1.408016324043274,-1.8087102174758911,13.717739443277438,10.910157687365896,0.16055559623418958,5.583496308781699,0.5711762421828319,1.0,5.4116460518550396,0.6667583433560343,0.0,0.7763634865810235,0.8779572814601998,1.0,True,True,False,1
target_0_phase_0_pair_02,coherent_control,True,0,0,0,922,538,0.751839816570282,0.02157704159617424,1.2234288454055786,1.7375568151474,1.533991813659668,0.2643275692708471,0.09644935725079051,0.041438709830700304,1.0948599390495592,0.5759505976913609,1.0,1.4263888183217688,0.6869305444052232,1.0,0.41886243767998566,0.8964333013771254,1.0,False,False,False,2
target_0_phase_0_pair_02,unsupported_target_break,True,0,0,0,922,538,0.751839816570282,0.02157704159617424,1.2234288454055786,1.7375568151474,-0.9052931070327759,0.2643275692708471,4.53145715079296,6.984655711167761,1.0948599390495592,0.5759505976913609,1.0,5.4116460518550396,0.6648562886227583,0.0,5.572154032177765,0.8796322956225882,1.0,False,True,True,2
target_0_phase_0_pair_02,target_omission_break,True,0,0,0,922,538,0.751839816570282,0.02157704159617424,-2.4888384342193604,-1.4943633079528809,-0.040080055594444275,0.9889807767627303,5.996417596885728,2.114939778090232,2.4480020928525494,0.565660677254391,1.0,5.43372200355424,0.6869305444052232,1.0,5.572154032177765,0.8898570529184744,1.0,False,True,True,2
target_0_phase_0_pair_02,target_spike,True,0,0,0,922,538,0.751839816570282,0.02157704159617424,4.330544471740723,1.7375568151474,1.533991813659668,6.7235849872453315,7.820706769420212,0.041438709830700304,5.583496308781699,0.5759505976913609,1.0,5.43372200355424,0.6869305444052232,1.0,0.41886243767998566,0.8964333013771254,1.0,True,True,False,2
target_0_phase_0_pair_03,coherent_control,True,0,0,0,1487,527,0.4713967442512512,0.028860805556178093,2.515795946121216,1.4806597232818604,2.2975924015045166,1.0715069998341278,0.04761278688329185,0.667379000748042,2.23907168727172,0.7847560872431173,2.0,0.8544153281560676,0.8506275936669961,2.0,1.9374712804094487,1.15732857027416,2.0,False,False,False,3
target_0_phase_0_pair_03,unsupported_target_break,True,0,0,0,1487,527,0.4713967442512512,0.028860805556178093,2.515795946121216,1.4806597232818604,0.1653905212879181,1.0715069998341278,5.524405661085795,1.7299330737137817,2.23907168727172,0.7847560872431173,2.0,4.948759890378168,0.8316987886462717,2.0,4.07753744390572,1.1434880810488595,2.0,False,True,True,3
target_0_phase_0_pair_03,target_omission_break,True,0,0,0,1487,527,0.4713967442512512,0.028860805556178093,-1.0509235858917236,-0.8117313385009766,1.1356862783432007,0.05721293121183635,4.781262698369474,3.7924353743950547,0.3849992775158733,0.5551975492257083,1.0,4.948759890378168,0.8506275936669961,2.0,4.770684624465665,1.015781286386955,2.0,False,True,True,3
target_0_phase_0_pair_03,target_spike,True,0,0,0,1487,527,0.4713967442512512,0.028860805556178093,5.6229119300842285,1.4806597232818604,2.2975924015045166,17.15825334475909,11.057749967153597,0.667379000748042,4.804021044733257,0.7847560872431173,2.0,4.948759890378168,0.8506275936669961,2.0,1.9374712804094487,1.15732857027416,2.0,True,True,False,3
target_0_phase_0_drift_00,normal_relation_drift_control,False,0,0,0,128,-1,-4.898587410340671e-16,0.03272492438554764,1.1450555324554443,1.1572569608688354,0.9938936829566956,0.00014887485532710798,0.022849904743882377,0.026687560570199054,0.01515180502060222,0.6011323155071909,1.0,0.5543107357057294,0.7632277105494041,2.0,0.2488960474166244,0.9715331177564263,2.0,False,False,False,-1
