pair_id,role,is_pair,designated_target,scored_target,phase_bin,source_terminal_index,donor_terminal_index,relation_value,relation_velocity,target,mu_temporal,mu_cross,temporal_residual,cross_residual,disagreement,temporal_residual_tail,temporal_residual_reliability_feature,temporal_residual_reliability_stratum,cross_residual_tail,cross_residual_reliability_feature,cross_residual_reliability_stratum,disagreement_tail,disagreement_reliability_feature,disagreement_reliability_stratum,temporal_residual_tail_exceeds,cross_residual_tail_exceeds,disagreement_tail_exceeds
target_3_phase_0_pair_00,coherent_control,True,3,3,0,140,909,0.3826834261417389,0.03023388609290123,0.09846780449151993,-0.06654371321201324,-0.10316816717386246,0.02722880097482344,0.04065706506944289,0.0013413506280036125,0.1902738849844497,0.7603951688370768,1.0,0.7259370033829361,0.7428029900481503,2.0,0.04380262265839289,1.062994400180565,1.0,False,False,False
target_3_phase_0_pair_00,unsupported_target_break,True,3,3,0,140,909,0.3826834261417389,0.03023388609290123,0.09846780449151993,-0.06654371321201324,-1.9509416818618774,0.02722880097482344,4.200079242755296,3.5509557042517343,0.1902738849844497,0.7603951688370768,1.0,4.820281565605037,0.7676456676039578,2.0,4.983606621708336,1.0805002007320001,2.0,False,True,True
target_3_phase_0_pair_00,target_omission_break,True,3,3,0,140,909,0.3826834261417389,0.03023388609290123,-1.9048057794570923,-1.3058751821517944,-0.10316816717386246,0.35871786038848086,3.2458980859936175,1.4465041638771274,0.8656164409108883,0.7948557191288,1.0,4.820281565605037,0.7428029900481503,2.0,2.2755564206061263,1.0879117134474812,2.0,False,True,False
target_3_phase_0_pair_00,target_spike,True,3,3,0,140,909,0.3826834261417389,0.03023388609290123,3.1143431663513184,-0.06654371321201324,-0.10316816717386246,10.118041340578149,10.352379181362988,0.0013413506280036125,5.308267697401205,0.7603951688370768,1.0,4.820281565605037,0.7428029900481503,2.0,0.04380262265839289,1.062994400180565,1.0,True,True,False
target_3_phase_0_pair_01,coherent_control,True,3,3,0,555,523,0.9866433143615723,0.005330741871148348,-0.04989297688007355,-0.9535360932350159,-0.14115798473358154,0.8165708817356718,0.008329301658500876,0.6599581911723682,1.501605207630885,0.7549163985979496,1.0,0.1936531228035046,0.6109219443133954,0.0,1.2280703559049964,0.9711459163873148,1.0,False,False,False
target_3_phase_0_pair_01,unsupported_target_break,True,3,3,0,555,523,0.9866433143615723,0.005330741871148348,-0.04989297688007355,-0.9535360932350159,2.7902257442474365,0.8165708817356718,8.066274350098963,14.015752695789988,1.501605207630885,0.7549163985979496,1.0,4.820281565605037,0.7433156861552299,2.0,5.634789603169249,1.0594418238660008,1.0,False,True,True
target_3_phase_0_pair_01,target_omission_break,True,3,3,0,555,523,0.9866433143615723,0.005330741871148348,3.9794485569000244,1.606460452079773,-0.14115798473358154,5.631072545618409,16.979398270953666,3.0541702006899527,5.308267697401205,0.7757993683447745,1.0,4.955827057601261,0.6109219443133954,0.0,4.53617731450114,0.9874665978998026,1.0,True,True,True
target_3_phase_0_pair_01,target_spike,True,3,3,0,555,523,0.9866433143615723,0.005330741871148348,-3.065768241882324,-0.9535360932350159,-0.14115798473358154,4.461524649779225,8.553345156219635,0.6599581911723682,4.61512051684126,0.7549163985979496,1.0,4.955827057601261,0.6109219443133954,0.0,1.2280703559049964,0.9711459163873148,1.0,True,True,False
target_3_phase_0_pair_02,coherent_control,True,3,3,0,1115,523,0.7730104327201843,0.020760471001267433,-0.9367050528526306,0.40694642066955566,-0.3898867666721344,1.8053992822983425,0.29901023810137506,0.6349431284491169,2.9103724246028344,0.7501915013283555,1.0,2.316769727986002,0.6011455754926331,0.0,1.180442306915742,0.9613341206883594,1.0,False,False,False
target_3_phase_0_pair_02,unsupported_target_break,True,3,3,0,1115,523,0.7730104327201843,0.020760471001267433,-0.9367050528526306,0.40694642066955566,2.7902257442474365,1.8053992822983425,13.890013166372942,5.680020334193841,2.9103724246028344,0.7501915013283555,1.0,4.820281565605037,0.7433156861552299,2.0,5.634789603169249,1.0560802516616397,1.0,False,True,True
target_3_phase_0_pair_02,target_omission_break,True,3,3,0,1115,523,0.7730104327201843,0.020760471001267433,3.9794485569000244,1.606460452079773,-0.3898867666721344,5.631072545618409,19.09109116981542,3.985402217818476,5.308267697401205,0.7757993683447745,1.0,4.955827057601261,0.6011455754926331,0.0,4.941642422609305,0.9814482476720411,1.0,True,True,True
target_3_phase_0_pair_02,target_spike,True,3,3,0,1115,523,0.7730104327201843,0.020760471001267433,-3.952580213546753,0.40694642066955566,-0.3898867666721344,19.005472474441376,12.69278459640335,0.6349431284491169,5.308267697401205,0.7501915013283555,1.0,4.955827057601261,0.6011455754926331,0.0,1.180442306915742,0.9613341206883594,1.0,True,True,False
target_3_phase_0_pair_03,coherent_control,True,3,3,0,139,909,0.35225003957748413,0.030627449974417686,-0.09745316207408905,-0.6186366677284241,-0.0262431837618351,0.27163224656614227,0.005070861011231678,0.3509300398460733,0.7131478472666148,0.7713301274995036,1.0,0.23531408693446498,0.7364653918523666,2.0,0.8556661100577202,1.0664574248345127,1.0,False,False,False
target_3_phase_0_pair_03,unsupported_target_break,True,3,3,0,139,909,0.35225003957748413,0.030627449974417686,-0.09745316207408905,-0.6186366677284241,-1.9509416818618774,0.27163224656614227,3.4354196929851266,1.7750366506851414,0.7131478472666148,0.7713301274995036,1.0,4.820281565605037,0.7676456676039578,2.0,2.7863820443721172,1.0882233394756458,2.0,False,True,False
target_3_phase_0_pair_03,target_omission_break,True,3,3,0,139,909,0.35225003957748413,0.030627449974417686,-1.9048057794570923,-1.3058751821517944,-0.0262431837618351,0.35871786038848086,3.5289974259453025,1.6374580513034809,0.8656164409108883,0.7948557191288,1.0,4.820281565605037,0.7364653918523666,2.0,2.498699971920336,1.08359442949289,2.0,False,True,False
target_3_phase_0_pair_03,target_spike,True,3,3,0,139,909,0.35225003957748413,0.030627449974417686,-3.113328456878662,-0.6186366677284241,-0.0262431837618351,6.223487122853616,9.530095483494794,0.3509300398460733,5.308267697401205,0.7713301274995036,1.0,4.820281565605037,0.7364653918523666,2.0,0.8556661100577202,1.0664574248345127,1.0,True,True,False
target_3_phase_0_drift_00,normal_relation_drift_control,False,3,3,0,128,-1,-4.898587410340671e-16,0.03272492438554764,0.8417649269104004,0.7760906219482422,0.5300931930541992,0.004313114332262558,0.0971392696849307,0.060514735022479726,0.06820825002653358,0.8642206290293356,2.0,1.1314021114911006,0.7747728749685465,2.0,0.3014753945841168,1.160668041873682,2.0,False,False,False
target_3_phase_0_drift_01,normal_relation_drift_control,False,3,3,0,320,-1,-7.347880586115415e-16,0.03272492438554764,-0.6278362274169922,0.397197961807251,-0.8851276636123657,1.0506950890786015,0.06619888313947797,1.6443590096078111,2.068512471147646,0.8305705407808373,2.0,0.9026644801623899,0.6853120240371778,1.0,2.498699971920336,1.076800814219095,2.0,False,False,False
target_3_phase_0_drift_02,normal_relation_drift_control,False,3,3,0,1088,-1,-1.7145055406796758e-15,0.03272492438554764,-0.9358194470405579,-0.5404344201087952,-1.2157456874847412,0.1563293195218307,0.07835870008921475,0.4560453078449065,0.5218754599525757,0.9261929397878719,2.0,0.9916401691159419,0.7570606378112039,2.0,1.1994169877900753,1.1962333263356306,2.0,False,False,False
target_3_phase_0_drift_03,normal_relation_drift_control,False,3,3,0,1472,-1,-2.204364281713743e-15,0.03272492438554764,1.466051697731018,0.8868194222450256,1.8163446187973022,0.33551002896468063,0.12270513054915,0.8640170910255485,0.7827593392496325,0.5918158926388636,0.0,1.3741730005875459,0.669838372029546,1.0,1.6582280766035324,0.8938285604203567,0.0,False,False,False
